5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
04-03-2016 22:50,33,1,100
04-03-2016 22:55,33,1,100
04-03-2016 23:00,27,1,100
04-03-2016 23:05,22,1,100
04-03-2016 23:10,32,1,100
04-03-2016 23:15,23,1,100
04-03-2016 23:20,18,1,100
04-03-2016 23:25,24,1,100
04-03-2016 23:30,29,1,100
04-03-2016 23:35,28,1,100
04-03-2016 23:40,25,1,100
04-03-2016 23:45,19,1,100
04-03-2016 23:50,26,1,100
04-03-2016 23:55,20,1,100
07-03-2016 00:00,21,1,100
07-03-2016 00:05,23,1,100
07-03-2016 00:10,16,1,100
07-03-2016 00:15,14,1,100
07-03-2016 00:20,15,1,100
07-03-2016 00:25,15,1,100
07-03-2016 00:30,9,1,100
07-03-2016 00:35,14,1,100
07-03-2016 00:40,15,1,100
07-03-2016 00:45,8,1,100
07-03-2016 00:50,12,1,100
07-03-2016 00:55,3,1,100
07-03-2016 01:00,12,1,100
07-03-2016 01:05,8,1,100
07-03-2016 01:10,11,1,100
07-03-2016 01:15,11,1,100
07-03-2016 01:20,12,1,100
07-03-2016 01:25,8,1,100
07-03-2016 01:30,10,1,100
07-03-2016 01:35,5,1,100
07-03-2016 01:40,10,1,100
07-03-2016 01:45,6,1,100
07-03-2016 01:50,8,1,100
07-03-2016 01:55,9,1,100
07-03-2016 02:00,5,1,100
07-03-2016 02:05,3,1,100
07-03-2016 02:10,7,1,100
07-03-2016 02:15,4,1,100
07-03-2016 02:20,7,1,100
07-03-2016 02:25,5,1,100
07-03-2016 02:30,5,1,100
07-03-2016 02:35,5,1,100
07-03-2016 02:40,11,1,100
07-03-2016 02:45,8,1,100
07-03-2016 02:50,3,1,100
07-03-2016 02:55,1,1,100
07-03-2016 03:00,3,1,100
07-03-2016 03:05,10,1,100
07-03-2016 03:10,10,1,100
07-03-2016 03:15,7,1,100
07-03-2016 03:20,4,1,100
07-03-2016 03:25,11,1,100
07-03-2016 03:30,10,1,100
07-03-2016 03:35,5,1,100
07-03-2016 03:40,7,1,100
07-03-2016 03:45,16,1,100
07-03-2016 03:50,6,1,100
07-03-2016 03:55,15,1,100
07-03-2016 04:00,8,1,100
07-03-2016 04:05,15,1,100
07-03-2016 04:10,15,1,100
07-03-2016 04:15,19,1,100
07-03-2016 04:20,20,1,100
07-03-2016 04:25,27,1,100
07-03-2016 04:30,22,1,100
07-03-2016 04:35,32,1,100
07-03-2016 04:40,39,1,100
07-03-2016 04:45,54,1,100
07-03-2016 04:50,56,1,100
07-03-2016 04:55,43,1,100
07-03-2016 05:00,60,1,100
07-03-2016 05:05,53,1,100
07-03-2016 05:10,45,1,100
07-03-2016 05:15,70,1,100
07-03-2016 05:20,78,1,100
07-03-2016 05:25,76,1,100
07-03-2016 05:30,78,1,100
07-03-2016 05:35,82,1,100
07-03-2016 05:40,99,1,100
07-03-2016 05:45,119,1,100
07-03-2016 05:50,103,1,100
07-03-2016 05:55,116,1,100
07-03-2016 06:00,115,1,100
07-03-2016 06:05,107,1,100
07-03-2016 06:10,133,1,100
07-03-2016 06:15,130,1,100
07-03-2016 06:20,153,1,100
07-03-2016 06:25,152,1,100
07-03-2016 06:30,171,1,100
07-03-2016 06:35,167,1,100
07-03-2016 06:40,165,1,100
07-03-2016 06:45,148,1,100
07-03-2016 06:50,111,1,100
07-03-2016 06:55,117,1,100
07-03-2016 07:00,97,1,100
07-03-2016 07:05,77,1,100
07-03-2016 07:10,76,1,100
07-03-2016 07:15,76,1,100
07-03-2016 07:20,74,1,100
07-03-2016 07:25,79,1,100
07-03-2016 07:30,66,1,100
07-03-2016 07:35,73,1,100
07-03-2016 07:40,65,1,100
07-03-2016 07:45,62,1,100
07-03-2016 07:50,70,1,100
07-03-2016 07:55,66,1,100
07-03-2016 08:00,74,1,100
07-03-2016 08:05,65,1,100
07-03-2016 08:10,60,1,100
07-03-2016 08:15,65,1,100
07-03-2016 08:20,60,1,100
07-03-2016 08:25,67,1,100
07-03-2016 08:30,71,1,100
07-03-2016 08:35,64,1,100
07-03-2016 08:40,75,1,100
07-03-2016 08:45,75,1,100
07-03-2016 08:50,64,1,100
07-03-2016 08:55,74,1,100
07-03-2016 09:00,68,1,100
07-03-2016 09:05,67,1,100
07-03-2016 09:10,87,1,100
07-03-2016 09:15,80,1,100
07-03-2016 09:20,95,1,100
07-03-2016 09:25,95,1,100
07-03-2016 09:30,100,1,100
07-03-2016 09:35,84,1,100
07-03-2016 09:40,100,1,100
07-03-2016 09:45,106,1,100
07-03-2016 09:50,93,1,100
07-03-2016 09:55,89,1,100
07-03-2016 10:00,93,1,100
07-03-2016 10:05,96,1,100
07-03-2016 10:10,91,1,100
07-03-2016 10:15,97,1,100
07-03-2016 10:20,90,1,100
07-03-2016 10:25,97,1,100
07-03-2016 10:30,73,1,100
07-03-2016 10:35,119,1,100
07-03-2016 10:40,87,1,100
07-03-2016 10:45,91,1,100
07-03-2016 10:50,97,1,100
07-03-2016 10:55,96,1,100
07-03-2016 11:00,72,1,100
07-03-2016 11:05,102,1,100
07-03-2016 11:10,82,1,100
07-03-2016 11:15,74,1,100
07-03-2016 11:20,88,1,100
07-03-2016 11:25,86,1,100
07-03-2016 11:30,88,1,100
07-03-2016 11:35,90,1,100
07-03-2016 11:40,83,1,100
07-03-2016 11:45,92,1,100
07-03-2016 11:50,85,1,100
07-03-2016 11:55,95,1,100
07-03-2016 12:00,82,1,100
07-03-2016 12:05,71,1,100
07-03-2016 12:10,78,1,100
07-03-2016 12:15,101,1,100
07-03-2016 12:20,92,1,100
07-03-2016 12:25,94,1,100
07-03-2016 12:30,87,1,100
07-03-2016 12:35,87,1,100
07-03-2016 12:40,88,1,100
07-03-2016 12:45,93,1,100
07-03-2016 12:50,79,1,100
07-03-2016 12:55,81,1,100
07-03-2016 13:00,79,1,100
07-03-2016 13:05,76,1,100
07-03-2016 13:10,101,1,100
07-03-2016 13:15,99,1,100
07-03-2016 13:20,95,1,100
07-03-2016 13:25,85,1,100
07-03-2016 13:30,89,1,100
07-03-2016 13:35,74,1,100
07-03-2016 13:40,80,1,100
07-03-2016 13:45,95,1,100
07-03-2016 13:50,82,1,100
07-03-2016 13:55,83,1,100
07-03-2016 14:00,81,1,100
07-03-2016 14:05,79,1,100
07-03-2016 14:10,90,1,100
07-03-2016 14:15,84,1,100
07-03-2016 14:20,79,1,100
07-03-2016 14:25,92,1,100
07-03-2016 14:30,75,1,100
07-03-2016 14:35,86,1,100
07-03-2016 14:40,81,1,100
07-03-2016 14:45,109,1,100
07-03-2016 14:50,98,1,100
07-03-2016 14:55,89,1,100
07-03-2016 15:00,82,1,100
07-03-2016 15:05,85,1,100
07-03-2016 15:10,86,1,100
07-03-2016 15:15,80,1,100
07-03-2016 15:20,94,1,100
07-03-2016 15:25,95,1,100
07-03-2016 15:30,76,1,100
07-03-2016 15:35,87,1,100
07-03-2016 15:40,102,1,100
07-03-2016 15:45,95,1,100
07-03-2016 15:50,76,1,100
07-03-2016 15:55,85,1,100
07-03-2016 16:00,78,1,100
07-03-2016 16:05,91,1,100
07-03-2016 16:10,90,1,100
07-03-2016 16:15,82,1,100
07-03-2016 16:20,72,1,100
07-03-2016 16:25,86,1,100
07-03-2016 16:30,77,1,100
07-03-2016 16:35,91,1,100
07-03-2016 16:40,90,1,100
07-03-2016 16:45,94,1,100
07-03-2016 16:50,83,1,100
07-03-2016 16:55,69,1,100
07-03-2016 17:00,76,1,100
07-03-2016 17:05,75,1,100
07-03-2016 17:10,99,1,100
07-03-2016 17:15,104,1,100
07-03-2016 17:20,93,1,100
07-03-2016 17:25,96,1,100
07-03-2016 17:30,78,1,100
07-03-2016 17:35,79,1,100
07-03-2016 17:40,81,1,100
07-03-2016 17:45,82,1,100
07-03-2016 17:50,81,1,100
07-03-2016 17:55,56,1,100
07-03-2016 18:00,84,1,100
07-03-2016 18:05,69,1,100
07-03-2016 18:10,75,1,100
07-03-2016 18:15,71,1,100
07-03-2016 18:20,66,1,100
07-03-2016 18:25,67,1,100
07-03-2016 18:30,63,1,100
07-03-2016 18:35,70,1,100
07-03-2016 18:40,71,1,100
07-03-2016 18:45,80,1,100
07-03-2016 18:50,65,1,100
07-03-2016 18:55,64,1,100
07-03-2016 19:00,63,1,100
07-03-2016 19:05,61,1,100
07-03-2016 19:10,66,1,100
07-03-2016 19:15,56,1,100
07-03-2016 19:20,67,1,100
07-03-2016 19:25,52,1,100
07-03-2016 19:30,58,1,100
07-03-2016 19:35,56,1,100
07-03-2016 19:40,38,1,100
07-03-2016 19:45,58,1,100
07-03-2016 19:50,56,1,100
07-03-2016 19:55,42,1,100
07-03-2016 20:00,47,1,100
07-03-2016 20:05,44,1,100
07-03-2016 20:10,46,1,100
07-03-2016 20:15,49,1,100
07-03-2016 20:20,60,1,100
07-03-2016 20:25,44,1,100
07-03-2016 20:30,36,1,100
07-03-2016 20:35,39,1,100
07-03-2016 20:40,43,1,100
07-03-2016 20:45,39,1,100
07-03-2016 20:50,46,1,100
07-03-2016 20:55,48,1,100
07-03-2016 21:00,40,1,100
07-03-2016 21:05,33,1,100
07-03-2016 21:10,40,1,100
07-03-2016 21:15,41,1,100
07-03-2016 21:20,43,1,100
07-03-2016 21:25,42,1,100
07-03-2016 21:30,33,1,100
07-03-2016 21:35,34,1,100
07-03-2016 21:40,45,1,100
07-03-2016 21:45,26,1,100
07-03-2016 21:50,32,1,100
07-03-2016 21:55,28,1,100
07-03-2016 22:00,29,1,100
07-03-2016 22:05,29,1,100
07-03-2016 22:10,32,1,100
07-03-2016 22:15,28,1,100
07-03-2016 22:20,24,1,100
07-03-2016 22:25,23,1,100
07-03-2016 22:30,26,1,100
07-03-2016 22:35,22,1,100
07-03-2016 22:40,21,1,100
07-03-2016 22:45,22,1,100
07-03-2016 22:50,17,1,100
07-03-2016 22:55,14,1,100
07-03-2016 23:00,14,1,100
07-03-2016 23:05,14,1,100
07-03-2016 23:10,20,1,100
07-03-2016 23:15,21,1,100
07-03-2016 23:20,16,1,100
07-03-2016 23:25,9,1,100
07-03-2016 23:30,11,1,100
07-03-2016 23:35,13,1,100
07-03-2016 23:40,17,1,100
07-03-2016 23:45,16,1,100
07-03-2016 23:50,12,1,100
07-03-2016 23:55,10,1,100
08-03-2016 00:00,9,1,100
08-03-2016 00:05,11,1,100
08-03-2016 00:10,6,1,100
08-03-2016 00:15,8,1,100
08-03-2016 00:20,6,1,100
08-03-2016 00:25,7,1,100
08-03-2016 00:30,6,1,100
08-03-2016 00:35,4,1,100
08-03-2016 00:40,4,1,100
08-03-2016 00:45,8,1,100
08-03-2016 00:50,3,1,100
08-03-2016 00:55,8,1,100
08-03-2016 01:00,4,1,100
08-03-2016 01:05,7,1,100
08-03-2016 01:10,6,1,100
08-03-2016 01:15,4,1,100
08-03-2016 01:20,5,1,100
08-03-2016 01:25,3,1,100
08-03-2016 01:30,5,1,100
08-03-2016 01:35,8,1,100
08-03-2016 01:40,3,1,100
08-03-2016 01:45,4,1,100
08-03-2016 01:50,4,1,100
08-03-2016 01:55,2,1,100
08-03-2016 02:00,2,1,100
08-03-2016 02:05,1,1,100
08-03-2016 02:10,3,1,100
08-03-2016 02:15,3,1,100
08-03-2016 02:20,5,1,100
08-03-2016 02:25,2,1,100
08-03-2016 02:30,3,1,100
08-03-2016 02:35,7,1,100
08-03-2016 02:40,4,1,100
08-03-2016 02:45,2,1,100
08-03-2016 02:50,3,1,100
08-03-2016 02:55,3,1,100
08-03-2016 03:00,2,1,100
08-03-2016 03:05,4,1,100
08-03-2016 03:10,3,1,100
08-03-2016 03:15,2,1,100
08-03-2016 03:20,2,1,100
08-03-2016 03:25,3,1,100
08-03-2016 03:30,4,1,100
08-03-2016 03:35,4,1,100
08-03-2016 03:40,11,1,100
08-03-2016 03:45,7,1,100
08-03-2016 03:50,6,1,100
08-03-2016 03:55,12,1,100
08-03-2016 04:00,6,1,100
08-03-2016 04:05,14,1,100
08-03-2016 04:10,19,1,100
08-03-2016 04:15,16,1,100
08-03-2016 04:20,15,1,100
08-03-2016 04:25,18,1,100
08-03-2016 04:30,19,1,100
08-03-2016 04:35,25,1,100
08-03-2016 04:40,42,1,100
08-03-2016 04:45,49,1,100
08-03-2016 04:50,41,1,100
08-03-2016 04:55,63,1,100
08-03-2016 05:00,58,1,100
08-03-2016 05:05,46,1,100
08-03-2016 05:10,58,1,100
08-03-2016 05:15,81,1,100
08-03-2016 05:20,83,1,100
08-03-2016 05:25,73,1,100
08-03-2016 05:30,81,1,100
08-03-2016 05:35,80,1,100
08-03-2016 05:40,103,1,100
08-03-2016 05:45,105,1,100
08-03-2016 05:50,114,1,100
08-03-2016 05:55,103,1,100
08-03-2016 06:00,123,1,100
08-03-2016 06:05,107,1,100
08-03-2016 06:10,138,1,100
08-03-2016 06:15,154,1,100
08-03-2016 06:20,165,1,100
08-03-2016 06:25,149,1,100
08-03-2016 06:30,151,1,100
08-03-2016 06:35,170,1,100
08-03-2016 06:40,162,1,100
08-03-2016 06:45,143,1,100
08-03-2016 06:50,152,1,100
08-03-2016 06:55,127,1,100
08-03-2016 07:00,131,1,100
08-03-2016 07:05,129,1,100
08-03-2016 07:10,113,1,100
08-03-2016 07:15,93,1,100
08-03-2016 07:20,82,1,100
08-03-2016 07:25,81,1,100
08-03-2016 07:30,79,1,100
08-03-2016 07:35,85,1,100
08-03-2016 07:40,73,1,100
08-03-2016 07:45,74,1,100
08-03-2016 07:50,72,1,100
08-03-2016 07:55,61,1,100
08-03-2016 08:00,63,1,100
08-03-2016 08:05,71,1,100
08-03-2016 08:10,61,1,100
08-03-2016 08:15,69,1,100
08-03-2016 08:20,70,1,100
08-03-2016 08:25,65,1,100
08-03-2016 08:30,75,1,100
08-03-2016 08:35,68,1,100
08-03-2016 08:40,61,1,100
08-03-2016 08:45,71,1,100
08-03-2016 08:50,73,1,100
08-03-2016 08:55,65,1,100
08-03-2016 09:00,78,1,100
08-03-2016 09:05,90,1,100
08-03-2016 09:10,84,1,100
08-03-2016 09:15,93,1,100
08-03-2016 09:20,101,1,100
08-03-2016 09:25,92,1,100
08-03-2016 09:30,103,1,100
08-03-2016 09:35,109,1,100
08-03-2016 09:40,111,1,100
08-03-2016 09:45,94,1,100
08-03-2016 09:50,80,1,100
08-03-2016 09:55,44,1,100
08-03-2016 10:00,30,1,100
08-03-2016 10:05,40,1,100
08-03-2016 10:10,43,1,100
08-03-2016 10:15,38,1,100
08-03-2016 10:20,31,1,100
08-03-2016 10:25,93,1,100
08-03-2016 10:30,121,1,100
08-03-2016 10:35,114,1,100
08-03-2016 10:40,110,1,100
08-03-2016 10:45,112,1,100
08-03-2016 10:50,86,1,100
08-03-2016 10:55,96,1,100
08-03-2016 11:00,96,1,100
08-03-2016 11:05,83,1,100
08-03-2016 11:10,98,1,100
08-03-2016 11:15,107,1,100
08-03-2016 11:20,112,1,100
08-03-2016 11:25,98,1,100
08-03-2016 11:30,94,1,100
08-03-2016 11:35,91,1,100
08-03-2016 11:40,87,1,100
08-03-2016 11:45,111,1,100
08-03-2016 11:50,95,1,100
08-03-2016 11:55,85,1,100
08-03-2016 12:00,115,1,100
08-03-2016 12:05,85,1,100
08-03-2016 12:10,74,1,100
08-03-2016 12:15,106,1,100
08-03-2016 12:20,78,1,100
08-03-2016 12:25,96,1,100
08-03-2016 12:30,76,1,100
08-03-2016 12:35,82,1,100
08-03-2016 12:40,83,1,100
08-03-2016 12:45,99,1,100
08-03-2016 12:50,97,1,100
08-03-2016 12:55,88,1,100
08-03-2016 13:00,73,1,100
08-03-2016 13:05,92,1,100
08-03-2016 13:10,88,1,100
08-03-2016 13:15,100,1,100
08-03-2016 13:20,108,1,100
08-03-2016 13:25,89,1,100
08-03-2016 13:30,89,1,100
08-03-2016 13:35,91,1,100
08-03-2016 13:40,89,1,100
08-03-2016 13:45,95,1,100
08-03-2016 13:50,102,1,100
08-03-2016 13:55,90,1,100
08-03-2016 14:00,95,1,100
08-03-2016 14:05,92,1,100
08-03-2016 14:10,95,1,100
08-03-2016 14:15,99,1,100
08-03-2016 14:20,85,1,100
08-03-2016 14:25,99,1,100
08-03-2016 14:30,106,1,100
08-03-2016 14:35,111,1,100
08-03-2016 14:40,111,1,100
08-03-2016 14:45,115,1,100
08-03-2016 14:50,100,1,100
08-03-2016 14:55,99,1,100
08-03-2016 15:00,94,1,100
08-03-2016 15:05,81,1,100
08-03-2016 15:10,89,1,100
08-03-2016 15:15,113,1,100
08-03-2016 15:20,105,1,100
08-03-2016 15:25,105,1,100
08-03-2016 15:30,97,1,100
08-03-2016 15:35,112,1,100
08-03-2016 15:40,114,1,100
08-03-2016 15:45,108,1,100
08-03-2016 15:50,88,1,100
08-03-2016 15:55,104,1,100
08-03-2016 16:00,90,1,100
08-03-2016 16:05,94,1,100
08-03-2016 16:10,91,1,100
08-03-2016 16:15,87,1,100
08-03-2016 16:20,96,1,100
08-03-2016 16:25,91,1,100
08-03-2016 16:30,81,1,100
08-03-2016 16:35,94,1,100
08-03-2016 16:40,80,1,100
08-03-2016 16:45,91,1,100
08-03-2016 16:50,99,1,100
08-03-2016 16:55,92,1,100
08-03-2016 17:00,107,1,100
08-03-2016 17:05,102,1,100
08-03-2016 17:10,89,1,100
08-03-2016 17:15,99,1,100
08-03-2016 17:20,106,1,100
08-03-2016 17:25,107,1,100
08-03-2016 17:30,92,1,100
08-03-2016 17:35,80,1,100
08-03-2016 17:40,76,1,100
08-03-2016 17:45,89,1,100
08-03-2016 17:50,88,1,100
08-03-2016 17:55,84,1,100
08-03-2016 18:00,88,1,100
08-03-2016 18:05,78,1,100
08-03-2016 18:10,69,1,100
08-03-2016 18:15,83,1,100
08-03-2016 18:20,83,1,100
08-03-2016 18:25,83,1,100
08-03-2016 18:30,77,1,100
08-03-2016 18:35,70,1,100
08-03-2016 18:40,79,1,100
08-03-2016 18:45,79,1,100
08-03-2016 18:50,76,1,100
08-03-2016 18:55,71,1,100
08-03-2016 19:00,81,1,100
08-03-2016 19:05,84,1,100
08-03-2016 19:10,71,1,100
08-03-2016 19:15,90,1,100
08-03-2016 19:20,93,1,100
08-03-2016 19:25,79,1,100
08-03-2016 19:30,63,1,100
08-03-2016 19:35,67,1,100
08-03-2016 19:40,51,1,100
08-03-2016 19:45,64,1,100
08-03-2016 19:50,47,1,100
08-03-2016 19:55,72,1,100
08-03-2016 20:00,64,1,100
08-03-2016 20:05,63,1,100
